general_plant_id,regular_url_image,thumbnail_image
1,https://perenual.com/storage/species_image/1_abies_alba/regular/1536px-Abies_alba_SkalitC3A9.jpg,https://perenual.com/storage/species_image/1_abies_alba/thumbnail/1536px-Abies_alba_SkalitC3A9.jpg
2,https://perenual.com/storage/species_image/2_abies_alba_pyramidalis/regular/49255769768_df55596553_b.jpg,https://perenual.com/storage/species_image/2_abies_alba_pyramidalis/thumbnail/49255769768_df55596553_b.jpg
3,https://perenual.com/storage/species_image/3_abies_concolor/regular/52292935430_f4f3b22614_b.jpg,https://perenual.com/storage/species_image/3_abies_concolor/thumbnail/52292935430_f4f3b22614_b.jpg
4,https://perenual.com/storage/species_image/4_abies_concolor_candicans/regular/49283844888_332c9e46f2_b.jpg,https://perenual.com/storage/species_image/4_abies_concolor_candicans/thumbnail/49283844888_332c9e46f2_b.jpg
5,https://perenual.com/storage/species_image/5_abies_fraseri/regular/36843539702_e80fc436e0_b.jpg,https://perenual.com/storage/species_image/5_abies_fraseri/thumbnail/36843539702_e80fc436e0_b.jpg
6,https://perenual.com/storage/species_image/6_abies_koreana_aurea/regular/49235570926_99ec10781d_b.jpg,https://perenual.com/storage/species_image/6_abies_koreana_aurea/thumbnail/49235570926_99ec10781d_b.jpg
7,https://perenual.com/storage/species_image/7_abies_lasiocarpa/regular/51002756843_74fae3c2fa_b.jpg,https://perenual.com/storage/species_image/7_abies_lasiocarpa/thumbnail/51002756843_74fae3c2fa_b.jpg
8,https://perenual.com/storage/species_image/8_abies_pinsapo_glauca/regular/21657514018_c0d9fed9f4_b.jpg,https://perenual.com/storage/species_image/8_abies_pinsapo_glauca/thumbnail/21657514018_c0d9fed9f4_b.jpg
9,https://perenual.com/storage/species_image/9_abies_procera/regular/49107504112_6bd7effb8b_b.jpg,https://perenual.com/storage/species_image/9_abies_procera/thumbnail/49107504112_6bd7effb8b_b.jpg
10,https://perenual.com/storage/species_image/10_acer_johin/regular/pexels-photo-2183508.jpg,https://perenual.com/storage/species_image/10_acer_johin/thumbnail/pexels-photo-2183508.jpg
11,https://perenual.com/storage/species_image/11_acer_davidii/regular/6868591754_f4ac5b0510_b.jpg,https://perenual.com/storage/species_image/11_acer_davidii/thumbnail/6868591754_f4ac5b0510_b.jpg
12,https://perenual.com/storage/species_image/12_acer_ginnala/regular/10476032513_76ca899bc4_b.jpg,https://perenual.com/storage/species_image/12_acer_ginnala/thumbnail/10476032513_76ca899bc4_b.jpg
13,https://perenual.com/storage/species_image/13_acer_ginnala_flame/regular/pexels-photo-1649190.jpg,https://perenual.com/storage/species_image/13_acer_ginnala_flame/thumbnail/pexels-photo-1649190.jpg
14,https://perenual.com/storage/species_image/14_acer_ginnala_mondy/regular/pexels-photo-1789879.jpg,https://perenual.com/storage/species_image/14_acer_ginnala_mondy/thumbnail/pexels-photo-1789879.jpg
15,https://perenual.com/storage/species_image/15_acer_ginnala_ruby_slippers/regular/pexels-photo-1640820.jpg,https://perenual.com/storage/species_image/15_acer_ginnala_ruby_slippers/thumbnail/pexels-photo-1640820.jpg
16,https://perenual.com/storage/species_image/16_acer_griseum/regular/5158906371_ed08a86876_b.jpg,https://perenual.com/storage/species_image/16_acer_griseum/thumbnail/5158906371_ed08a86876_b.jpg
17,https://perenual.com/storage/species_image/17_acer_japonicum/regular/7175475239_52543c51b3_b.jpg,https://perenual.com/storage/species_image/17_acer_japonicum/thumbnail/7175475239_52543c51b3_b.jpg
18,https://perenual.com/storage/species_image/18_acer_japonicum_aconitifolium/regular/23528789198_c419363323_b.jpg,https://perenual.com/storage/species_image/18_acer_japonicum_aconitifolium/thumbnail/23528789198_c419363323_b.jpg
19,https://perenual.com/storage/species_image/19_acer_japonicum_attaryi/regular/pexels-photo-669323.jpg,https://perenual.com/storage/species_image/19_acer_japonicum_attaryi/thumbnail/pexels-photo-669323.jpg
20,https://perenual.com/storage/species_image/20_acer_japonicum_aureum/regular/2560px-Acer_shirasawanum_27Aureum27.jpg,https://perenual.com/storage/species_image/20_acer_japonicum_aureum/thumbnail/2560px-Acer_shirasawanum_27Aureum27.jpg
21,https://perenual.com/storage/species_image/21_acer_japonicum_emmetts_pumpkin/regular/Acer_shirasawanum_28golden_fullmoon_maple29_2_284633285838129.jpg,https://perenual.com/storage/species_image/21_acer_japonicum_emmetts_pumpkin/thumbnail/Acer_shirasawanum_28golden_fullmoon_maple29_2_284633285838129.jpg
22,https://perenual.com/storage/species_image/22_acer_japonicum_green_cascade/regular/4847225395_2509ee2bfe_b.jpg,https://perenual.com/storage/species_image/22_acer_japonicum_green_cascade/thumbnail/4847225395_2509ee2bfe_b.jpg
23,https://perenual.com/storage/species_image/23_acer_macrophyllum/regular/52135137216_8a124b5188_b.jpg,https://perenual.com/storage/species_image/23_acer_macrophyllum/thumbnail/52135137216_8a124b5188_b.jpg
24,https://perenual.com/storage/species_image/24_acer_macrophyllum_mocha_rose/regular/4715169892_220a9d39f6_b.jpg,https://perenual.com/storage/species_image/24_acer_macrophyllum_mocha_rose/thumbnail/4715169892_220a9d39f6_b.jpg
25,https://perenual.com/storage/species_image/25_acer_negundo_flamingo/regular/5867345385_a9dff5bee7_b.jpg,https://perenual.com/storage/species_image/25_acer_negundo_flamingo/thumbnail/5867345385_a9dff5bee7_b.jpg
26,https://perenual.com/storage/species_image/26_acer_negundo_kellys_gold/regular/28819730054_e2a2b797c9_b.jpg,https://perenual.com/storage/species_image/26_acer_negundo_kellys_gold/thumbnail/28819730054_e2a2b797c9_b.jpg
27,https://perenual.com/storage/species_image/27_acer_palmatum/regular/2560px-Acer_palmatum_27Bloodgood27_kz01.jpg,https://perenual.com/storage/species_image/27_acer_palmatum/thumbnail/2560px-Acer_palmatum_27Bloodgood27_kz01.jpg
28,https://perenual.com/storage/species_image/28_acer_palmatum_aka_shigitatsu_sawa/regular/Acer_palmatum_Aka_shigitatsu_sawa_2zz.jpg,https://perenual.com/storage/species_image/28_acer_palmatum_aka_shigitatsu_sawa/thumbnail/Acer_palmatum_Aka_shigitatsu_sawa_2zz.jpg
29,,
30,https://perenual.com/storage/species_image/30_acer_palmatum_ao_shime_no_uchi/regular/Acer_palmatum_Ao_shime_no_uchi_3zz.jpg,https://perenual.com/storage/species_image/30_acer_palmatum_ao_shime_no_uchi/thumbnail/Acer_palmatum_Ao_shime_no_uchi_3zz.jpg
31,https://perenual.com/storage/species_image/31_acer_palmatum_aoyagi/regular/acer_palmatum_japanese_maples_trees_red_red_leaves_blue_sky_blue_white-1126158.jpg,https://perenual.com/storage/species_image/31_acer_palmatum_aoyagi/thumbnail/acer_palmatum_japanese_maples_trees_red_red_leaves_blue_sky_blue_white-1126158.jpg
32,https://perenual.com/storage/species_image/32_acer_palmatum_arakawa/regular/2560px-Montagnac-Acer-palmatum_04.jpg,https://perenual.com/storage/species_image/32_acer_palmatum_arakawa/thumbnail/2560px-Montagnac-Acer-palmatum_04.jpg
33,,
34,https://perenual.com/storage/species_image/34_acer_palmatum_atrolineare/regular/2560px-Acer_Palmatum_27Red_Pygmy27.jpg,https://perenual.com/storage/species_image/34_acer_palmatum_atrolineare/thumbnail/2560px-Acer_Palmatum_27Red_Pygmy27.jpg
35,https://perenual.com/storage/species_image/35_acer_palmatum_atropurpureum/regular/5656874577_617188e307_b.jpg,https://perenual.com/storage/species_image/35_acer_palmatum_atropurpureum/thumbnail/5656874577_617188e307_b.jpg
36,https://perenual.com/storage/species_image/36_acer_palmatum_aureum/regular/2560px-Acer_shirasawanum_22aureum22.jpg,https://perenual.com/storage/species_image/36_acer_palmatum_aureum/thumbnail/2560px-Acer_shirasawanum_22aureum22.jpg
37,https://perenual.com/storage/species_image/37_acer_palmatum_autumn_fire/regular/2560px-Acer_palmatum_fall_foliage_01.jpg,https://perenual.com/storage/species_image/37_acer_palmatum_autumn_fire/thumbnail/2560px-Acer_palmatum_fall_foliage_01.jpg
38,,
39,https://perenual.com/storage/species_image/39_acer_palmatum_beni_kawa/regular/5695802528_935d72efaa_b.jpg,https://perenual.com/storage/species_image/39_acer_palmatum_beni_kawa/thumbnail/5695802528_935d72efaa_b.jpg
40,https://perenual.com/storage/species_image/40_acer_palmatum_beni_otake/regular/Acer_palmatum_27Oshio_beni27_-_JPG2.jpg,https://perenual.com/storage/species_image/40_acer_palmatum_beni_otake/thumbnail/Acer_palmatum_27Oshio_beni27_-_JPG2.jpg
41,,
42,https://perenual.com/storage/species_image/42_acer_palmatum_beni_tsukasa/regular/pexels-photo-11870811.jpg,https://perenual.com/storage/species_image/42_acer_palmatum_beni_tsukasa/thumbnail/pexels-photo-11870811.jpg
43,https://perenual.com/storage/species_image/43_acer_palmatum_bloodgood/regular/47923603032_5a96106ac6_b.jpg,https://perenual.com/storage/species_image/43_acer_palmatum_bloodgood/thumbnail/47923603032_5a96106ac6_b.jpg
44,https://perenual.com/storage/species_image/44_acer_palmatum_bonfire/regular/sk3776-image-kwvuoab1.jpg,https://perenual.com/storage/species_image/44_acer_palmatum_bonfire/thumbnail/sk3776-image-kwvuoab1.jpg
45,https://perenual.com/storage/species_image/45_acer_palmatum_brandts_dwarf/regular/Acer_palmatum_BotGartenMuenster_Faecherahorn_6691.jpg,https://perenual.com/storage/species_image/45_acer_palmatum_brandts_dwarf/thumbnail/Acer_palmatum_BotGartenMuenster_Faecherahorn_6691.jpg
46,https://perenual.com/storage/species_image/46_acer_palmatum_burgundy_lace/regular/50082938346_1040fdd690_b.jpg,https://perenual.com/storage/species_image/46_acer_palmatum_burgundy_lace/thumbnail/50082938346_1040fdd690_b.jpg
47,https://perenual.com/storage/species_image/47_acer_palmatum_butterfly/regular/20251027248_dc9cfd6f65_b.jpg,https://perenual.com/storage/species_image/47_acer_palmatum_butterfly/thumbnail/20251027248_dc9cfd6f65_b.jpg
48,https://perenual.com/storage/species_image/48_acer_palmatum_chantilly_lace/regular/4714671587_8ecba52560_b.jpg,https://perenual.com/storage/species_image/48_acer_palmatum_chantilly_lace/thumbnail/4714671587_8ecba52560_b.jpg
49,https://perenual.com/storage/species_image/49_acer_palmatum_chishio/regular/Acer_palmatum_Atropurpureum_JPG1fuA.jpg,https://perenual.com/storage/species_image/49_acer_palmatum_chishio/thumbnail/Acer_palmatum_Atropurpureum_JPG1fuA.jpg
50,https://perenual.com/storage/species_image/50_acer_palmatum_chitose_yama/regular/pexels-photo-4977537.jpg,https://perenual.com/storage/species_image/50_acer_palmatum_chitose_yama/thumbnail/pexels-photo-4977537.jpg
51,https://perenual.com/storage/species_image/51_acer_palmatum_coonara_pygmy/regular/japan-maple-maple-leaf-red-leaf-nature.jpg,https://perenual.com/storage/species_image/51_acer_palmatum_coonara_pygmy/thumbnail/japan-maple-maple-leaf-red-leaf-nature.jpg
52,https://perenual.com/storage/species_image/52_acer_palmatum_crimson_prince/regular/1-1274349109Jjby.jpg,https://perenual.com/storage/species_image/52_acer_palmatum_crimson_prince/thumbnail/1-1274349109Jjby.jpg
53,https://perenual.com/storage/species_image/53_acer_palmatum_ever_red/regular/9651313679_caf5a0d447_b.jpg,https://perenual.com/storage/species_image/53_acer_palmatum_ever_red/thumbnail/9651313679_caf5a0d447_b.jpg
54,https://perenual.com/storage/species_image/54_acer_palmatum_glowing_embers/regular/2016-11-18_12_20_19_Callery_Pear_displaying_autumn_foliage_along_Franklin_Farm_Road_between_Tranquility_Lane_and_Old_Dairy_Road_in_the_Franklin_Farm_section_of_Oak_Hill2C_Fairfax_County2C_Virginia.jpg,https://perenual.com/storage/species_image/54_acer_palmatum_glowing_embers/thumbnail/2016-11-18_12_20_19_Callery_Pear_displaying_autumn_foliage_along_Franklin_Farm_Road_between_Tranquility_Lane_and_Old_Dairy_Road_in_the_Franklin_Farm_section_of_Oak_Hill2C_Fairfax_County2C_Virginia.jpg
55,https://perenual.com/storage/species_image/55_acer_palmatum_grandma_ghost/regular/51480401507_4b9def5883_b.jpg,https://perenual.com/storage/species_image/55_acer_palmatum_grandma_ghost/thumbnail/51480401507_4b9def5883_b.jpg
56,https://perenual.com/storage/species_image/56_acer_palmatum_green_hornet/regular/Acer_palmatum_var._dissectum_Viridis_0zz.jpg,https://perenual.com/storage/species_image/56_acer_palmatum_green_hornet/thumbnail/Acer_palmatum_var._dissectum_Viridis_0zz.jpg
57,https://perenual.com/storage/species_image/57_acer_palmatum_green_mist/regular/Acer_palmatum_var._dissectum_Green_Mist_0zz.jpg,https://perenual.com/storage/species_image/57_acer_palmatum_green_mist/thumbnail/Acer_palmatum_var._dissectum_Green_Mist_0zz.jpg
58,,
59,https://perenual.com/storage/species_image/59_acer_palmatum_hessei/regular/Acer_amoenum_var_matsumurae1.jpg,https://perenual.com/storage/species_image/59_acer_palmatum_hessei/thumbnail/Acer_amoenum_var_matsumurae1.jpg
60,https://perenual.com/storage/species_image/60_acer_palmatum_higasa_yama/regular/51522802351_37623328e0_b.jpg,https://perenual.com/storage/species_image/60_acer_palmatum_higasa_yama/thumbnail/51522802351_37623328e0_b.jpg
61,https://perenual.com/storage/species_image/61_acer_palmatum_hogyoku/regular/2560px-Kyoto_Japan0431.jpg,https://perenual.com/storage/species_image/61_acer_palmatum_hogyoku/thumbnail/2560px-Kyoto_Japan0431.jpg
62,https://perenual.com/storage/species_image/62_acer_palmatum_hubbs_red_willow/regular/800px-Acer_Palmatum_27Red_Pygmy27.jpg,https://perenual.com/storage/species_image/62_acer_palmatum_hubbs_red_willow/thumbnail/800px-Acer_Palmatum_27Red_Pygmy27.jpg
63,https://perenual.com/storage/species_image/63_acer_palmatum_iijima_sunago/regular/Acer_palmatum_27Oshio_beni27_-_JPG1.jpg,https://perenual.com/storage/species_image/63_acer_palmatum_iijima_sunago/thumbnail/Acer_palmatum_27Oshio_beni27_-_JPG1.jpg
64,https://perenual.com/storage/species_image/64_acer_palmatum_inaba_shidare/regular/2560px-Acer_palmatum_var._dissectum_27Inaba-shidare27.jpg,https://perenual.com/storage/species_image/64_acer_palmatum_inaba_shidare/thumbnail/2560px-Acer_palmatum_var._dissectum_27Inaba-shidare27.jpg
65,https://perenual.com/storage/species_image/65_acer_palmatum_inazuma/regular/Acer_palmatum_28Japanese_maple_tree29_3_284904402847329.jpg,https://perenual.com/storage/species_image/65_acer_palmatum_inazuma/thumbnail/Acer_palmatum_28Japanese_maple_tree29_3_284904402847329.jpg
66,https://perenual.com/storage/species_image/66_acer_palmatum_jiro_shidare/regular/Acer_palmatum_Eddisbury_-_Flickr_-_peganum.jpg,https://perenual.com/storage/species_image/66_acer_palmatum_jiro_shidare/thumbnail/Acer_palmatum_Eddisbury_-_Flickr_-_peganum.jpg
67,https://perenual.com/storage/species_image/67_acer_palmatum_kagiri_nishiki/regular/800px-Acer_palmatum_27Kagiri-nishiki27_sunlit_branch.jpg,https://perenual.com/storage/species_image/67_acer_palmatum_kagiri_nishiki/thumbnail/800px-Acer_palmatum_27Kagiri-nishiki27_sunlit_branch.jpg
68,,
69,https://perenual.com/storage/species_image/69_acer_palmatum_kandy_kitchen/regular/51150061025_29f690d490_b.jpg,https://perenual.com/storage/species_image/69_acer_palmatum_kandy_kitchen/thumbnail/51150061025_29f690d490_b.jpg
70,,
71,,
72,,
73,https://perenual.com/storage/species_image/73_acer_palmatum_kiri_nishiki/regular/Acer_palmatum_var._dissectum_Green_Mist_0zz.jpg,https://perenual.com/storage/species_image/73_acer_palmatum_kiri_nishiki/thumbnail/Acer_palmatum_var._dissectum_Green_Mist_0zz.jpg
74,https://perenual.com/storage/species_image/74_acer_palmatum_kiyohime/regular/pexels-photo-5745584.jpg,https://perenual.com/storage/species_image/74_acer_palmatum_kiyohime/thumbnail/pexels-photo-5745584.jpg
75,,
